Company Name,Board_Link,Board_Page_Content
WASKADUWA BEACH RESORT PLC,https://cdn.cse.lk/cmt/upload_report_file/1106_1693570949947.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F1106_1693570949947.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SERENDIB HOTELS PLC,https://cdn.cse.lk/cmt/upload_report_file/601_1693534816831.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F601_1693534816831.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
E - CHANNELLING PLC,https://echannelling.com/file-downloder/pdf/BoardOfDirectors.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fechannelling.com%2Ffile-downloder%2Fpdf%2FBoardOfDirectors.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
HOTEL SIGIRIYA PLC,https://cdn.cse.lk/cmt/upload_report_file/544_1693538014380.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F544_1693538014380.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
BANSEI ROYAL RESORTS HIKKADUWA PLC,https://cdn.cse.lk/cmt/upload_report_file/1322_1395898684070.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F1322_1395898684070.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
MAHAWELI REACH HOTELS PLC,https://www.mahaweli.com/wp-content/uploads/2022/09/G1788_MRH_AnnualReport@Inside_2022_FINAL.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.mahaweli.com%2Fwp-content%2Fuploads%2F2022%2F09%2FG1788_MRH_AnnualReport%40Inside_2022_FINAL.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
SIGIRIYA VILLAGE HOTELS PLC,https://cdn.cse.lk/cmt/upload_report_file/602_1693453057645.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F602_1693453057645.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
MERCANTILE SHIPPING COMPANY PLC,https://cdn.cse.lk/cmt/upload_report_file/742_1731410963989.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F742_1731410963989.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
RAMBODA FALLS PLC,https://www.rambodafalls.com/reports/RAMBODA%20FALLS%20PLC%20AR%202023.2024%20%202.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fwww.rambodafalls.com%2Freports%2FRAMBODA%2520FALLS%2520PLC%2520AR%25202023.2024%2520%25202.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CEYLON PRINTERS PLC,https://cdn.cse.lk/cmt/upload_report_file/730_1705917733688.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F730_1705917733688.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
PARAGON CEYLON PLC,https://cdn.cse.lk/cmt/upload_report_file/743_1705917309859.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F743_1705917309859.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
STANDARD CAPITAL PLC,https://cdn.cse.lk/cmt/upload_report_file/499_1697108687777.10.2023).pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F499_1697108687777.10.2023%29.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,https://cdn.cse.lk/cmt/upload_report_file/663_1669719004681.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F663_1669719004681.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
CITY HOUSING & REAL ESTATE CO. PLC,https://cdn.cse.lk/cmt/upload_report_file/616_1535974374241.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F616_1535974374241.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,https://cdn.cse.lk/cmt/upload_report_file/663_1669719004681.pdf,"Error scraping: HTTPSConnectionPool(host='api.zenrows.com', port=443): Max retries exceeded with url: /v1/?url=https%3A%2F%2Fcdn.cse.lk%2Fcmt%2Fupload_report_file%2F663_1669719004681.pdf&apikey=ac4a623d6652bde68c4e021e607f3e0d814e0516 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1000)')))"
